games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct
14,1468,2011,13,1.36,3.07,0.14,0.57,0.79,1.0,0.21,1.07,1.29,3.21,0.64,0.14,1.64,1.64,3.64,0.442,0.25,0.786
43,1470,2011,23,3.35,8.4,0.21,0.86,1.74,2.26,0.91,2.77,3.67,1.16,0.74,0.23,1.23,2.12,8.65,0.399,0.243,0.773
38,1471,2011,12,1.37,3.76,0.0,0.26,0.45,0.61,0.42,1.32,1.74,1.24,0.55,0.24,0.74,0.95,3.18,0.364,0.0,0.739
30,1472,2011,12,0.8,2.17,0.23,0.67,0.0,0.0,0.43,1.2,1.63,1.17,0.17,0.03,0.9,1.37,1.83,0.369,0.35,0.0
53,1474,2011,17,2.89,6.13,0.94,2.13,0.91,1.06,0.28,1.23,1.51,0.75,0.43,0.11,0.62,1.4,7.62,0.471,0.442,0.857
47,1499,2011,29,5.66,12.7,0.0,0.0,1.79,2.28,1.89,5.85,7.74,2.15,0.53,1.64,2.74,2.26,13.11,0.446,0.0,0.785
53,1500,2011,33,4.57,10.38,0.92,2.87,2.0,2.25,0.36,2.3,2.66,4.75,1.06,0.3,1.81,2.57,12.06,0.44,0.322,0.891
53,1504,2011,11,0.98,2.96,0.15,0.81,0.57,0.72,0.15,0.94,1.09,0.72,0.3,0.13,0.45,0.98,2.68,0.331,0.186,0.789
48,1505,2011,25,2.54,6.15,0.98,2.83,0.52,0.67,0.23,1.88,2.1,2.75,0.79,0.23,1.21,2.08,6.58,0.414,0.346,0.781
5,1507,2011,18,1.6,4.2,0.6,2.4,0.4,1.0,1.0,1.2,2.2,0.6,0.4,0.0,0.6,3.0,4.2,0.381,0.25,0.4
39,1512,2011,12,1.54,4.49,0.41,1.54,0.79,1.18,0.49,1.08,1.56,0.41,0.49,0.54,0.51,0.87,4.28,0.343,0.267,0.674
65,1513,2011,26,1.97,4.03,0.0,0.0,1.12,1.72,1.85,4.71,6.55,1.2,0.38,1.12,1.82,2.91,5.06,0.489,0.0,0.652
65,1514,2011,16,1.77,4.32,0.51,1.18,1.28,1.52,0.35,1.45,1.8,0.97,0.35,0.17,0.71,1.83,5.32,0.409,0.429,0.838
32,1516,2011,8,0.97,3.06,0.31,1.56,0.28,0.31,0.31,1.66,1.97,0.31,0.19,0.16,0.34,1.5,2.53,0.316,0.2,0.9
51,1517,2011,13,1.12,2.94,0.9,2.24,0.49,0.59,0.12,0.84,0.96,0.37,0.33,0.18,0.2,0.88,3.63,0.38,0.404,0.833
63,1522,2011,22,2.78,6.14,0.73,2.19,1.51,2.03,1.54,3.92,5.46,2.0,0.56,0.76,1.16,2.41,7.79,0.452,0.333,0.742
15,1526,2011,8,0.67,1.8,0.27,0.87,0.27,0.53,1.07,0.73,1.8,0.4,0.47,0.07,0.2,1.27,1.87,0.37,0.308,0.5
54,1529,2011,28,3.37,8.39,1.59,4.43,0.7,0.89,0.37,3.48,3.85,2.28,1.46,0.19,1.22,1.83,9.04,0.402,0.36,0.792
40,1530,2011,31,5.55,13.43,1.95,5.63,4.0,4.48,0.33,2.33,2.65,2.75,0.7,0.08,1.75,1.75,17.05,0.413,0.347,0.894
57,1533,2011,29,4.54,10.63,1.53,4.05,1.25,1.54,0.51,2.67,3.18,5.7,0.67,0.09,2.37,2.28,11.86,0.427,0.377,0.807
62,1535,2011,34,5.21,10.82,0.0,0.0,3.37,4.48,3.76,7.23,10.98,1.45,0.81,1.19,1.92,2.79,13.79,0.481,0.0,0.752
63,1536,2011,20,1.9,3.19,0.0,0.02,0.7,0.98,1.89,2.46,4.35,1.3,0.52,0.44,0.97,2.43,4.51,0.597,0.0,0.71
60,1538,2011,15,1.27,3.22,0.12,0.38,0.57,0.9,0.37,1.3,1.67,0.73,0.48,0.22,0.5,1.42,3.22,0.394,0.304,0.63
66,1541,2011,35,7.64,16.68,0.42,1.65,3.08,4.88,2.06,7.52,9.58,3.89,1.41,1.74,2.48,2.61,18.77,0.458,0.257,0.63
34,1542,2011,14,1.41,2.91,0.12,0.71,0.0,0.06,0.91,1.88,2.79,1.0,0.41,0.18,0.26,1.12,2.94,0.485,0.167,0.0
34,1543,2011,10,0.76,2.15,0.53,1.56,0.03,0.24,0.03,0.68,0.71,0.29,0.41,0.0,0.26,1.06,2.09,0.356,0.34,0.125
